ID,Name,Link,UserName,Type,NumberTrack,Duration,DateCreate,Like,Repost,TrackIds
558,Lofi,/johnsonnguyen93/sets/lofi,Johnson Nguyen,None,359,20:15:31,2017-12-27T05:33:07.000Z,9,0,https://soundcloud.com/kendallmilesmusic/dream-sequence-kendall-miles-x-i-eat-plants-for-a-living;https://soundcloud.com/o-nei-ric-tapes/9-i-love-being-with-you-elijah;https://soundcloud.com/tetsujin/nujabes-aruarian-dance;https://soundcloud.com/flamingosis/football-head-1
559,Lofi,/josh-schommer/sets/lofi,June,None,371,17:57:35,2020-06-14T14:01:57.000Z,4,2,https://soundcloud.com/kavvofficial/serenity;https://soundcloud.com/worsethanthis/uvzeijtiscox;https://soundcloud.com/sephbeats/nobody-knows-where-the-wind-goes;https://soundcloud.com/kavvofficial/rainy-nights
560,lofi,/isaiah-hooten-743873640/sets/sooo,Isaiah Hooten,lofi,425,40:01,2018-09-20T16:51:03.000Z,8,2,https://soundcloud.com/idcghoulish/idealism-lonely;https://soundcloud.com/kudasaibeats/the-girl-i-havent-met;https://soundcloud.com/kinabeats/ure-mine-ft-shiloh-prod-kina;https://soundcloud.com/altitvde/lakeserene
561,Lofi,/devon-sayler/sets/chill,Devlect,Ambient,332,29:51,2017-10-19T07:02:09.000Z,35,1,https://soundcloud.com/saikotropic/camro-x-saiko-no-snitchin;https://soundcloud.com/sndng/practice-loop;https://soundcloud.com/canti_beats/human-music;https://soundcloud.com/countbazzy-2/liberosis
562,lofi,/theboywhocries/sets/help,liltreeoflife,Electronic,377,21:31:19,2016-09-18T16:19:07.000Z,1,0,https://soundcloud.com/eldrad/euphoria;https://soundcloud.com/wakingdreamsmusic/moments-1;https://soundcloud.com/arcticempire/epic-chillstep-collection;https://soundcloud.com/bathosmusic/whistles-go
563,Lofi,/user-907129531/sets/lofi,User 907129531,None,372,34:08,2021-04-26T00:46:34.000Z,2,0,https://soundcloud.com/ditosco/2pac-old-school-tosco-flip;https://soundcloud.com/csnts/suicides-on-my-fucking-mind;https://soundcloud.com/masked-man-peace/everyday-struggle;https://soundcloud.com/wulfmorpheus/n-o-s-a-f-t-e-y
564,Lofi,/hawken-sharples/sets/lofi,Hawken Sharples,Ambient,383,20:11:24,2021-04-02T23:32:37.000Z,4,0,https://soundcloud.com/flowfi/mercury-prologue;https://soundcloud.com/ryogaa/lovely;https://soundcloud.com/samuelwunsche/sundayvibes;https://soundcloud.com/kendallmilesmusic/her_kendall
565,lofi,/user-94873875/sets/lofi,PROJECT KAY,None,39,1:53:29,2021-10-13T06:48:27.000Z,0,0,https://soundcloud.com/bsdu/84a;https://soundcloud.com/jakbannon/the-trade;https://soundcloud.com/omarijazz/switchy;https://soundcloud.com/letjoux/tail-end
566,lofi,/huyenielle/sets/lofi,huyenielle,None,342,38:39,2017-08-16T23:17:43.000Z,26,6,https://soundcloud.com/potsupotsu/potsu-x-lando-breakfast;https://soundcloud.com/potsupotsu/holding-your-hand;https://soundcloud.com/altitvde/rainstrm;https://soundcloud.com/altitvde/l-o-s-t-f-o-u-n-d
567,Lo-Fi.,/garyse/sets/lo-fi,GARYSE,None,437,29:48,2021-09-16T23:37:56.000Z,1,0,https://soundcloud.com/beatsbysailor/break;https://soundcloud.com/sxmniak/sleep-walking;https://soundcloud.com/heymajestic/aimless-taurus;https://soundcloud.com/flamingosis/football-head-1
568,lofi,/constantine-theocharis/sets/lofi,FiniteParadox,Ambient,314,16:04:47,2019-01-27T06:44:11.000Z,27,1,https://soundcloud.com/almainey/sleepless;https://soundcloud.com/blackguyrandy/night-calls;https://soundcloud.com/anxioussounds/memories;https://soundcloud.com/garba9/phone-number
569,lo-fi,/dizziless/sets/lofi,dizziless,lo-fi,500,1:36:39,2019-01-30T06:43:12.000Z,54,2,https://soundcloud.com/wun-two/nosferatu;https://soundcloud.com/sevenrap/the-plan;https://soundcloud.com/mndbd/peachy;https://soundcloud.com/suryavu/derive
570,Lofi,/user-13182649/sets/lofi,psykotix,None,374,24:45:07,2020-12-14T01:49:11.000Z,0,0,https://soundcloud.com/skyhighbeatss/feelings;https://soundcloud.com/skyhighbeatss/cold-days;https://soundcloud.com/skyhighbeatss/its-just-a-blur;https://soundcloud.com/skyhighbeatss/blossom
571,Lo-Fi HipHop - Perfect for studying and chilling - part i,/yourmuze/sets/lo-fi-hiphop-studying-chill-part-i,yourmuze,Lo-fi HipHop,47,40:58,2017-03-15T11:44:41.000Z,"30,461","2,556",https://soundcloud.com/90sflav/memphiscanbeill;https://soundcloud.com/1beatman/i-beat-shit-up-like-tekken;https://soundcloud.com/b4thejame/always;https://soundcloud.com/torontovibes/obitox
572,ｌｏｆｉ,/kassandra-starr/sets/lofi,HUMAN?,None,500,32:00,2021-04-21T19:11:51.000Z,0,0,https://soundcloud.com/lakesidecollective/down;https://soundcloud.com/sushileaf/times-will-pass-slowly;https://soundcloud.com/brunchcollect/sushileaf-assembly-line-in-my-mind;https://soundcloud.com/brunchcollect/dweeb-seafoam-green
573,"Lofi Fruits Music 🍉 lofi hip hop music to chill, relax, study, sleep",/lofifruitsmusic/sets/lofifruits,Lofi Fruits,Lofi,338,10:53:25,2021-06-16T12:30:37.000Z,"13,711",378,https://soundcloud.com/lofifruitsmusic/2am-zone-out-gaming;https://soundcloud.com/lofifruitsmusic/calm-study-ambience;https://soundcloud.com/lofifruitsmusic/tulip-fields;https://soundcloud.com/lofifruitsmusic/summer-memories
574,Lofi,/user-189236721/sets/lofi,dan elman,None,262,57:28,2021-06-29T21:15:52.000Z,2,0,https://soundcloud.com/fly-eye/autoerotique-hunter-siegel-otf;https://soundcloud.com/snx_project/dancing-queen-snx-edm-remix;https://soundcloud.com/shaun-maartens/syzz-gimme-club-mix;https://soundcloud.com/nickcharas/split-vs-love-lockdown
575,lofi,/c_p_l/sets/lofi,c p l,None,336,48:00,2020-10-25T04:01:55.000Z,0,0,https://soundcloud.com/xmittens/funky-dl-ode-to-nujabes-mittens-edit-instrumental;https://soundcloud.com/xmittens/untitled;https://soundcloud.com/aruariann/notforgetting;https://soundcloud.com/mayonaka-12/white-wall
576,lofi,/tristan-boyer-973754765/sets/lofi,Tristan Boyer,None,498,37:17,2021-02-11T05:31:47.000Z,1,0,https://soundcloud.com/pueblo-vista/cat-paw-hoodie-and-headphones;https://soundcloud.com/chillhopdotcom/nymano-sorry;https://soundcloud.com/bsdu/white-widow;https://soundcloud.com/bscsaito/mudai
577,Lofi,/redrokirumba/sets/lofi,AveryFoxx,None,359,22:02:38,2019-10-12T21:19:43.000Z,0,0,https://soundcloud.com/jordan-maxwell-605683054/kiki;https://soundcloud.com/brad247/p98owfrmj7g7;https://soundcloud.com/x0ri/glow;https://soundcloud.com/byrook1e/september
578,LOFI,/sabrine_bl/sets/lofi,Sabrine BL,None,260,38:54,2021-08-01T20:18:45.000Z,0,0,https://soundcloud.com/90sflav/callme;https://soundcloud.com/mvde1/stay-the-night;https://soundcloud.com/chill-jen/no-lucidity;https://soundcloud.com/ajjae/night
579,Lofi,/michael-nguy-n-nh/sets/lofi,Michael Nguyễn Đình,Electronic,317,1:12:39,2018-09-14T05:22:04.000Z,22,2,https://soundcloud.com/worsethanthis/i-wasnt-aloud-to-watch-whose-line-as-a-kid-but-i-think-its-pretty-good-now;https://soundcloud.com/unfortune/feels-like-yesterday-maybe-it-was;https://soundcloud.com/viciouscreep/i-feel-so-lonely-in-this-world;https://soundcloud.com/jacoo/withering-original
580,Lofi,/jonathan-rettig/sets/lofi,Jonathan Rettig,None,349,35:53,2018-09-04T05:03:35.000Z,4,0,https://soundcloud.com/nfzy/volkswagen;https://soundcloud.com/nfzy/summer-lovers-1;https://soundcloud.com/nfzy/when-you-smile;https://soundcloud.com/nfzy/happy-is-the-color-of-u
581,Lo-fi,/katiauloko/sets/lo-fi,Katiau,Lo-Fi,480,22:45:35,2020-04-07T02:54:01.000Z,56,2,https://soundcloud.com/worsethanthis/the-burn-marks-on-my-epiano-wont-go-away;https://soundcloud.com/altitvde/lakeserene;https://soundcloud.com/leynos-hideyoshi/jinsang-egyptian-pools;https://soundcloud.com/eddierohosy/night-ride
582,LoFi,/amthegreat/sets/lofi-2,Andrew64,None,478,20:12:17,2020-06-04T03:41:28.000Z,19,1,https://soundcloud.com/lilpolearm/nvm;https://soundcloud.com/user-311245167/burbank-sorry-i-like-you;https://soundcloud.com/lisleysharond/herewego;https://soundcloud.com/brettyoungofficial/close-enough
583,lofi,/anhquan7826/sets/lofi,anhquan7826,Lo-Fi,377,38:03,2017-09-23T16:51:48.000Z,43,12,https://soundcloud.com/lofi-fpv/school-rooftop-edit;https://soundcloud.com/jinsangbeats/affection;https://soundcloud.com/gentle-beatz/5-looking-at-the-moo6;https://soundcloud.com/worsethanthis/the-burn-marks-on-my-epiano-wont-go-away
584,LO-FI,/gyeon100/sets/lp1,Gyeon100,LOFI #LO-FI hip hop #Chill,484,29:52,2018-07-06T08:46:09.000Z,116,8,https://soundcloud.com/brayden-ables-716704366/imaginationfeat-shiloh-dynasty;https://soundcloud.com/rufi-o/oblivion-remix-ft-lily-potter;https://soundcloud.com/rufi-o/would-you-love-me-with-my-demons-ft-mishaal;https://soundcloud.com/timmiesmusic/soft-skin-ft-shiloh
585,LoFi,/amthegreat/sets/lofi,Andrew64,None,479,20:10:58,2020-06-01T06:10:25.000Z,4,0,https://soundcloud.com/lilpolearm/nvm;https://soundcloud.com/user-311245167/burbank-sorry-i-like-you;https://soundcloud.com/lisleysharond/herewego;https://soundcloud.com/brettyoungofficial/close-enough
586,Nipsey Hussle's Definitive Tracks: Rest In Power,/soundcloud-hustle/sets/rest-in-power-nipsey-hussle-top-tracks,Hustle: Rap & Hip-Hop,Hip-hop & Rap,31,1:46:39,2019-04-02T11:33:27.000Z,"35,434","2,331",https://soundcloud.com/nipseyhussle/track-1;https://soundcloud.com/nipseyhussle/track-7;https://soundcloud.com/nipseyhussle/count-up-that-loot;https://soundcloud.com/nipseyhussle/a-million-1
587,Lofi,/nguy-n-quang-tuy-n-511187223/sets/lofi,Nguyễn Quang Tuyến,None,296,51:56,2018-02-14T15:45:32.000Z,10,1,https://soundcloud.com/gnash/lonely-again;https://soundcloud.com/filmbyphim/yeu1985-astronormous-rework;https://soundcloud.com/nguyenne/official-audio-anh-muon-nghe-giong-em-nguyen-x-lym-eth;https://soundcloud.com/majizbuu/haisam-baygioanhcothenghegiongcuaem
588,Lofi,/gabriel-griffin-4/sets/lofi,Gabriel Griffin 4,None,303,1:50:37,2020-02-14T23:17:38.000Z,2,0,https://soundcloud.com/barnesblvd/last-summer-full-album;https://soundcloud.com/kuplasound/alone-in-the-world;https://soundcloud.com/lophee-634650545/i-got-sad-when-i-realized-it-was-a-dream;https://soundcloud.com/aruarianmusic/h-e-r-b-x-kendall-miles
589,LoFi,/kairosin/sets/lofi,Kairosin,Ambient,461,16:29:17,2017-09-24T03:36:30.000Z,206,14,https://soundcloud.com/prodbyclvs/rain-on-the-beach;https://soundcloud.com/nymano/memories-of-you;https://soundcloud.com/byrook1e/grapesoda;https://soundcloud.com/benbeal/year-feat-william-bolton
590,/lo-fi/,/stronkey/sets/lo-fi,Astrokeys,None,475,33:51,2018-11-05T02:18:58.000Z,79,4,https://soundcloud.com/coryayo/easylike;https://soundcloud.com/blvntrecords/p-h-i-l-o-thewaywewere;https://soundcloud.com/hwps/no999;https://soundcloud.com/sampagne/rolls
591,lofi,/user-274733037/sets/love-1,ルシアン,None,316,37:36:07,2019-10-08T16:17:04.000Z,3,0,https://soundcloud.com/mooney0909/so-in-love;https://soundcloud.com/kylemorris121/feel-that-again-feat-powfu-prod-8rokeboy;https://soundcloud.com/eery/her;https://soundcloud.com/ryogaa/lovely
592,lofi,/fshrkat/sets/lofi,FSHR,None,317,46:14,2017-02-17T17:49:38.000Z,5,0,https://soundcloud.com/rudemanners/holding-hands;https://soundcloud.com/elijahwho/weusedtotalkeverynight;https://soundcloud.com/elcee1/the-other-side;https://soundcloud.com/simprod/s-w-e-e-t-s-o-u
593,lo-fi,/kittehu/sets/lofi,kitteh,Ambient,468,44:29,2017-03-04T06:50:22.000Z,86,6,https://soundcloud.com/glutenfreebeats/business-casual;https://soundcloud.com/kikkujo/i-like-u;https://soundcloud.com/just-fiza/shin-ski-fomalhaut;https://soundcloud.com/emune/47c
594,lofi,/sugurus/sets/lofi,cee,None,318,28:08,2018-12-05T23:01:26.000Z,9,0,https://soundcloud.com/chloeburbank/foie-bump-1;https://soundcloud.com/pinkomega/we-fall-again;https://soundcloud.com/luciddd/things-will-be-better-soon;https://soundcloud.com/musicbymochi/puzzles
595,lofi,/charles-de-chabannes/sets/lofi,Charles de Chabannes,None,332,40:05,2019-06-21T05:08:52.000Z,1,0,https://soundcloud.com/mateito-betancourt/dominus-upload;https://soundcloud.com/pettylarceny-169683381/you-are-always-wrong-ft-shiloh;https://soundcloud.com/montydatta/snow-x-monty-datta-say-goodbye-1;https://soundcloud.com/dwsdmusic/idc
596,lofi,/user-916315739/sets/lofi,angols,None,357,42:57,2021-01-16T19:47:50.000Z,1,0,https://soundcloud.com/sugiwa/warmth;https://soundcloud.com/ssss34/pass;https://soundcloud.com/tomcbumpz/again;https://soundcloud.com/wtunson555/another-day-then
597,lofi,/user-266819608/sets/lofi-1,Aja,None,304,18:54:31,2018-04-17T14:16:12.000Z,4,0,https://soundcloud.com/iamjsan/this-feelings-too-good;https://soundcloud.com/glutenfreebeats/talking-nonsense;https://soundcloud.com/mt_fujitive/happy-thoughts;https://soundcloud.com/idealismus/seeing-you
598,LOFI,/user-347334245/sets/lofi,User 347334245,None,340,27:07:01,2017-11-26T04:24:55.000Z,14,0,https://soundcloud.com/kudasaibeats/the-girl-i-havent-met;https://soundcloud.com/gy2w1wgguujf/idealism-phosphenes;https://soundcloud.com/worsethanthis/no-one-would-miss-me;https://soundcloud.com/schmeitz/schmeitz-whatever-you-say-its-too-late
599,Lo-Fi,/rene-v-391072912/sets/2742002r,René ルネ,None,470,34:36:48,2019-02-17T20:05:33.000Z,61,8,https://soundcloud.com/ambition-beats/amazing-studio-ghibli-lofi-hiphop-mix;https://soundcloud.com/stevie_reads/lonely-day-lofi-hiphop-mix;https://soundcloud.com/f-u-s-i-o-n-4-2/triforce-megamix-40-minutes-of-zelda-chill-chillhop-lofi-trap;https://soundcloud.com/lofi_girl/get-some-rest-lofi-hiphop-mix
600,lofi,/nazi-franz/sets/lofi,Nazi Franz,None,242,42:57,2019-03-30T04:05:21.000Z,0,0,https://soundcloud.com/wyabreez/demons-joji-slowedbybreez;https://soundcloud.com/audiani-nur-tiara/queen-love-of-my-life;https://soundcloud.com/kaymhmd9/queen-love-of-my-life-live;https://soundcloud.com/audiani-nur-tiara/kehlani-honey-cover
601,Lofi,/user-590075311/sets/lofi,cvetok,None,317,24:04:13,2019-10-08T14:24:20.000Z,3,0,https://soundcloud.com/nymano/solitude;https://soundcloud.com/nymano/quand-la-pluie-tombe;https://soundcloud.com/nymano/women;https://soundcloud.com/jinsangbeats/summers-day-version-2
602,lofi,/eddie_gamez/sets/lofi,eddieg1803,None,345,18:50:29,2018-08-19T17:31:33.000Z,7,0,https://soundcloud.com/lilpolearm/long-ago;https://soundcloud.com/skyhighbeatss/feelings;https://soundcloud.com/eva_gomi_tenshi/imisu;https://soundcloud.com/officialbiosphere/its-a-great-big-world
603,lo-fi,/user-169659555/sets/lo-fi,KillCount,Electronic,464,47:42,2019-12-09T23:18:27.000Z,27,1,https://soundcloud.com/saib_eats/cafe;https://soundcloud.com/saib_eats/sunflowers;https://soundcloud.com/saib_eats/gentle-breeze;https://soundcloud.com/lv-ly/warm-summer-nights
604,lofi,/user-394784379/sets/lofi,Legends never die JUICE,None,2,1:26:44,2021-11-04T04:42:33.000Z,0,0,https://soundcloud.com/anthony-nieves-326043949/legends-never-die-lofi-mix;https://soundcloud.com/user-40415302/lofi-juice-wrld-mix
605,Lofi,/nguy-n-h-u-thu-861200894/sets/lofi,nguyễn hữu thu,None,299,18:28:18,2021-04-21T14:15:26.000Z,0,0,https://soundcloud.com/itshuyne/toi-co-dang-duoc-yeu-khong-huy-x-rizzle-ft-chi-peoo;https://soundcloud.com/hohh-h-ng-hoa-h-i/buong-loi-xa-thinh-bui;https://soundcloud.com/the-v-poison/vi-anh-da-lo-yeu-roi-em-oi;https://soundcloud.com/b-chh-ng-cc-116168625/sgsl
606,lofi,/user-816156013/sets/lofi,MXRXNX DUBZ [SHADOWS CREW],None,432,41:34,2019-07-22T00:27:02.000Z,0,0,https://soundcloud.com/verzache/needs;https://soundcloud.com/idkslowedsongs/juvenescence;https://soundcloud.com/den-steen_10200417/willow-smith-wait-a-minute;https://soundcloud.com/keziah-blue/but-im-here-right-now-just-kidding-in-a-cloud-oh-wow
607,Lo-Fi,/user-228725558/sets/lo-fi,Fino,"Lo-Fi, Lo-Fi Hip Hop, Ghibli",476,22:58:03,2018-09-01T22:46:08.000Z,43,3,https://soundcloud.com/ambition-beats/amazing-studio-ghibli-lofi-hiphop-mix;https://soundcloud.com/skyhighbeatss/twenty-four;https://soundcloud.com/officialbiosphere/serenade-in-the-summer-sun;https://soundcloud.com/just-kurisu/alibaba-tape
608,Lofi,/michael-campbell-819749898/sets/lofi,Michael Campbell,None,284,33:29,2019-03-24T04:31:46.000Z,2,0,https://soundcloud.com/hisohkah/school-rooftop;https://soundcloud.com/user-741060629/the-eye-of-the-truth;https://soundcloud.com/chillhopdotcom/idealism-snowfall;https://soundcloud.com/calebxbelkin/i-fall-in-love-too-easily-1
609,lofi,/trung-kiens-132411909/sets/lofi,kien,None,275,17:53:12,2020-02-25T06:41:02.000Z,3,1,https://soundcloud.com/elyonbeats/elyon-andante-lo-fi;https://soundcloud.com/aqualinaofficial/ambedo;https://soundcloud.com/s-ilo/asleep;https://soundcloud.com/lalatheplanet/the-moon-song
610,Lofi,/fakecartoonz48/sets/lofi,Senpai6044,Electronic,353,1:33:00,2020-08-11T03:06:05.000Z,1,0,https://soundcloud.com/liaxa/at-cafe-lofi-jazz-hip-hop-mix;https://soundcloud.com/buzie_music/vaporwave;https://soundcloud.com/kudasaibeats/overture;https://soundcloud.com/kudasaibeats/platinum
611,Lo-fi,/raighven/sets/lo-fi,Raighven,None,421,18:55:03,2018-09-04T17:57:48.000Z,155,20,https://soundcloud.com/panthurr/woof;https://soundcloud.com/elijahwho/weusedtotalkeverynight;https://soundcloud.com/worsethanthis/sayonara;https://soundcloud.com/runnyislands244/the-way-she
612,Lo-Fi,/deluce/sets/lo-fi,Deluce,None,404,21:28:25,2017-02-22T11:51:08.000Z,94,7,https://soundcloud.com/flayvors/ameba-flavors-hues;https://soundcloud.com/davidwhitfield/so-nice;https://soundcloud.com/invention/wxrm-nxght;https://soundcloud.com/user-994134991/jinsang-quiet
613,Rap Workout Bangers: Aggro,/soundcloud-hustle/sets/aggro-rap-workout-bangers,Hustle: Rap & Hip-Hop,Hip-hop & Rap,32,1:35:04,2019-04-12T15:53:14.000Z,"21,663",656,https://soundcloud.com/youngthugworld/tick-tock;https://soundcloud.com/hykeemcarter/family-ties;https://soundcloud.com/isaiah_rashad/from-the-garden-feat-lil-uzi;https://soundcloud.com/gherbo/2-chains
614,Lofi,/coreylarsonmusic/sets/lofi,Corey Larson,Lofi,310,28:38,2018-09-23T15:55:39.000Z,21,3,https://soundcloud.com/arbour-eat-them/dewaldo-beat;https://soundcloud.com/idealismus/phosphenes-from-upcoming-hireath-ep;https://soundcloud.com/clxbby/miraa-smuv-sergio;https://soundcloud.com/halfblunt/sunday-morning-blunts-kasper-x-the-half-blunt-prince
615,LO-FI,/alvxnox/sets/lo-fi,‎‎Λlvx Nox,None,499,50:56:01,2019-05-10T02:18:14.000Z,36,2,https://soundcloud.com/dj_parker/1-and-only;https://soundcloud.com/house-of-deluxe/jacques-greene-fall-baltra-rmx;https://soundcloud.com/dj-seinfeld/dj-seinfeld-flyin-thru-sunrise-cute-cut;https://soundcloud.com/clipp_art/shouse-text-apology-demuja-remix-clipp003
616,lofi hiphop,/lofi_girl/sets/lofi-hiphop,Lofi Girl,Hip-hop & Rap,224,10:38:34,2016-09-29T23:00:00.000Z,"17,450","2,519",https://soundcloud.com/byrook1e/what-love-is-i-think;https://soundcloud.com/byrook1e/grapesoda;https://soundcloud.com/charlietoohuman/that-just-got-home-from-work-type-of-beat;https://soundcloud.com/primabeats/june-gloom-1
617,Lofi,/user-456234760/sets/lofi,Juliana Parker,None,237,51:59,2019-12-17T16:37:45.000Z,6,1,https://soundcloud.com/whoisqueen/missing-hito-knew-you-1;https://soundcloud.com/idealismus/rainy-evening-ep;https://soundcloud.com/ezrapounds/shasshin;https://soundcloud.com/ezrapounds/sweet-aroma
618,lofi,/glitter_clouds/sets/lofi,lili :3,None,313,12:57:55,2020-02-19T21:12:47.000Z,6,0,https://soundcloud.com/imedda/stay-here-with-me;https://soundcloud.com/worsethanthis/zeldas-lullaby;https://soundcloud.com/worsethanthis/it-might-work-1;https://soundcloud.com/eveline-eevee/she-is-just
619,lofi,/alexd24-1/sets/lofi,AlexD24,None,1,2:13,2021-10-29T19:52:41.000Z,0,0,https://soundcloud.com/chillhopdotcom/philanthrope-leavin
620,Lofi,/user-908898840/sets/lofi,sinjen,Metal,432,50:41,2020-04-13T02:23:03.000Z,1,0,https://soundcloud.com/llusionmusic/ayy-fk-you-the-clique-that-u-came-with-but-lofi;https://soundcloud.com/llusionmusic/spooky-scary-skeletons-but-it-aint-that-spooky-or-scary;https://soundcloud.com/llusionmusic/get-the-f-out-of-my-way-lofi-remix;https://soundcloud.com/llusionmusic/if-comethazine-made-lofi-hip-hop-walk
621,Lofi,/calebsandoval/sets/lofi,Love Jester,Electronic,300,16:52:20,2018-08-06T19:47:03.000Z,2,0,https://soundcloud.com/oceanjams/run-2-flow-ep-free-download-in-description;https://soundcloud.com/emune/tulips;https://soundcloud.com/quicklyquickly/getsomerestsleepwell;https://soundcloud.com/dustera/wheretwo-x-tomppabeats-humming
622,rock,/user-404164442/sets/rock,Sarah,None,37,1:00:18,2017-07-10T08:13:06.000Z,580,22,https://soundcloud.com/awolnation/10-sail;https://soundcloud.com/bana-budjana/disturbed-down-with-the;https://soundcloud.com/thousand-foot-krutch/be-somebody;https://soundcloud.com/bogdan-dobre/thousand-foot-krutch
623,Rock,/belendi124/sets/rock,Belen Pascual Vizcaino,None,10,27:26,2021-04-07T05:35:55.000Z,144,2,https://soundcloud.com/miraj-perera/red-hot-chilli-peppers-cant;https://soundcloud.com/anjer/the-kids-arent-alright-the-offspring;https://soundcloud.com/sophie-bisson/limp-bizkit-behind-blue-eyes;https://soundcloud.com/exxlywarsirq/limp-bizkit-rollin-original
624,rock,/emmanuel-piolet/sets/rock,Emmanuel Piolet,None,498,1:25:55,2021-07-01T14:44:17.000Z,18,2,https://soundcloud.com/a-ha/forever-not-yours-live-1;https://soundcloud.com/a-ha/minor-earth-major-sky-live-1;https://soundcloud.com/a-ha/manhattan-skyline-live-1;https://soundcloud.com/a-ha/ive-been-losing-you-live-2
625,Rock,/brandon-horton-461430652/sets/rock,Acidic Visions,None,248,1:12:52,2018-09-12T09:14:11.000Z,437,34,https://soundcloud.com/foofighters/sunday-rain;https://soundcloud.com/foofighters/make-it-right;https://soundcloud.com/foofighters/concrete-and-gold;https://soundcloud.com/foofighters/la-dee-da
626,rock,/barry-john-moore/sets/rock,Barry-john Moore,None,24,13:07,2015-05-13T21:17:14.000Z,20,0,https://soundcloud.com/kraddy/five-finger-death-punch-under;https://soundcloud.com/pat_moran/five-finger-death-punch-war-is;https://soundcloud.com/skindred/loud-and-clear;https://soundcloud.com/skindred/last-chance
627,Rock,/matthew-greaves-904835344/sets/rock,Matthew Greaves,None,309,18:48:12,2020-11-30T23:05:04.000Z,53,3,https://soundcloud.com/linkin_park/burn-it-down;https://soundcloud.com/linkin_park/in-the-end;https://soundcloud.com/linkin_park/waiting-for-the-end;https://soundcloud.com/linkin_park/crawling
628,Rock,/jonas-auer-559232901/sets/rock,joni,None,494,31:04:04,2019-08-23T19:58:02.000Z,328,17,https://soundcloud.com/matheus-albuquerque-13/sweet-child-o-mine;https://soundcloud.com/poprocks-1/livin-on-a-prayer-bon-jovi;https://soundcloud.com/linkin_park/burn-it-down;https://soundcloud.com/linkin_park/one-step-closer
629,Rock,/user-504137390/sets/rock,James Muhaly,None,150,10:11:34,2020-03-25T15:27:07.000Z,77,2,https://soundcloud.com/traptmusic/headstrong-clean;https://soundcloud.com/sick-puppies-official/youre-going-down;https://soundcloud.com/hiroshima_13/the-offspring-youre-gonna-go-far-kid;https://soundcloud.com/3doorsdown/kryptonite
630,rock,/robfinkonthetrack-music/sets/rock,F!nk,None,377,22:18:17,2020-06-19T16:49:55.000Z,22,4,https://soundcloud.com/rise-against-official/help-is-on-the-way;https://soundcloud.com/rise-against-official/make-it-stop-septembers;https://soundcloud.com/rise-against-official/satellite;https://soundcloud.com/rise-against-official/endgame
631,rock,/eric-mosso/sets/rock,Eric Mosso,None,477,32:01:44,2017-10-27T01:51:07.000Z,61,8,https://soundcloud.com/finch-official/what-it-is-to-burn-new-version;https://soundcloud.com/finch-official/letters-to-you-album-version;https://soundcloud.com/theusedband/take-it-away;https://soundcloud.com/theusedband/i-caught-fire
632,rock,/brad-farley-458433397/sets/rock,Brad Farley,None,670,1:19:57,2015-12-06T13:17:37.000Z,55,5,https://soundcloud.com/schmucko/06-mudshovel;https://soundcloud.com/sunqfu/fragile;https://soundcloud.com/sunqfu/patterns-in-the-ivy-ii;https://soundcloud.com/sunqfu/jambi
633,Rock,/user-827528719/sets/rock,Mischke67,None,302,42:55,2017-04-27T13:01:27.000Z,499,31,https://soundcloud.com/avengedsevenfold/shepherd-of-fire;https://soundcloud.com/avengedsevenfold/doing-time;https://soundcloud.com/avengedsevenfold/this-means-war;https://soundcloud.com/avengedsevenfold/crimson-day
634,Rock,/leentrails/sets/rock,Le_Entrails,mostly rock,500,32:09:46,2019-08-17T00:15:07.000Z,5,0,https://soundcloud.com/user8289977/giving-up-the-gun;https://soundcloud.com/two-door-cinema-club/what-you-know-full-track;https://soundcloud.com/user6966642/the-legend-of-zelda-song-of-storms;https://soundcloud.com/two-door-cinema-club/i-can-talk
635,rock,/user-25241231/sets/rock,TheCadwell,None,160,10:12:49,2019-01-31T23:09:03.000Z,43,2,https://soundcloud.com/everclear-official/when-it-all-goes-wrong-again-1;https://soundcloud.com/everclear-official/father-of-mine;https://soundcloud.com/everclear-official/out-of-my-depth;https://soundcloud.com/everclear-official/short-blonde-hair
636,Rock,/user-105675217/sets/rock,Valerie,None,457,58:35,2021-05-30T11:50:20.000Z,8,1,https://soundcloud.com/sophie-bisson/limp-bizkit-behind-blue-eyes;https://soundcloud.com/miraj-perera/red-hot-chilli-peppers-cant;https://soundcloud.com/anjer/the-kids-arent-alright-the-offspring;https://soundcloud.com/exxlywarsirq/limp-bizkit-rollin-original
637,Rock,/dyingsins/sets/rock,dyingsins,Metal,425,55:56,2015-01-19T19:09:39.000Z,124,8,https://soundcloud.com/bowlingforsoup/high-school-never-ends;https://soundcloud.com/floggingmolly/saints-sinners;https://soundcloud.com/riserecords/of-mice-men-you-make-me-sick;https://soundcloud.com/riserecords/sleeping-with-sirens-if-you
638,Rock,/silvio-perez-218835496/sets/rock,Silvio Perez,None,456,48:26:12,2016-09-15T13:48:56.000Z,46,2,https://soundcloud.com/flaviobarqueiro/flowers-by-the-door;https://soundcloud.com/sebbb1994/roadhouse-blues-the-doors;https://soundcloud.com/cleopatra-recs/iggy-pop-i-wanna-be-your-dog;https://soundcloud.com/qotsa/if-only
